cond,amplitude,variable,value,resonance_id
100.0,4.0515817519949895,f,1.095301782945926,1
100.0,4.0515817519949895,td,4.28912580736813,1
100.0,4.0515817519949895,p,0.3590776926946104,1
100.0,7.0717740035646095,f,1.5663975707488427,2
100.0,7.0717740035646095,td,0.45772031836595983,2
100.0,7.0717740035646095,p,0.013848160684997772,2
124.59440156954095,4.051127088226962,f,1.0952833075673885,1
124.59440156954095,4.051127088226962,td,4.275111130245818,1
124.59440156954095,4.051127088226962,p,0.3589200418749954,1
124.59440156954095,7.071844211988932,f,1.566278792066362,2
124.59440156954095,7.071844211988932,td,0.4576885308863472,2
124.59440156954095,7.071844211988932,p,0.013851009950857576,2
155.2376490247203,4.05057201792689,f,1.0952601308860117,1
155.2376490247203,4.05057201792689,td,4.2577518656337245,1
155.2376490247203,4.05057201792689,p,0.35872253907001994,1
155.2376490247203,7.0719182044117925,f,1.5661343737402686,2
155.2376490247203,7.0719182044117925,td,0.4576511842254647,2
155.2376490247203,7.0719182044117925,p,0.013849262959109192,2
193.41741981297437,4.049848633005757,f,1.0952314435504547,1
193.41741981297437,4.049848633005757,td,4.2364621531130275,1
193.41741981297437,4.049848633005757,p,0.3584800960363323,1
193.41741981297437,7.071988978246457,f,1.5659564816433844,2
193.41741981297437,7.071988978246457,td,0.45760636006491673,2
193.41741981297437,7.071988978246457,p,0.013848046703559118,2
240.98727674722215,4.048940986019814,f,1.0951955175667665,1
240.98727674722215,4.048940986019814,td,4.2102938148799804,1
240.98727674722215,4.048940986019814,p,0.3581825572959383,1
240.98727674722215,7.072072169663091,f,1.5657365233851657,2
240.98727674722215,7.072072169663091,td,0.45755175223354727,2
240.98727674722215,7.072072169663091,p,0.013846502435213147,2
300.256655321935,4.04752917224719,f,1.0951538909688396,1
300.256655321935,4.04752917224719,td,4.179210709168558,1
300.256655321935,4.04752917224719,p,0.3578134258687263,1
300.256655321935,7.071757055632086,f,1.5654867803630566,2
300.256655321935,7.071757055632086,td,0.4575143872111018,2
300.256655321935,7.071757055632086,p,0.01383667249158112,2
374.1029828710841,4.045864392905765,f,1.095100585797696,1
374.1029828710841,4.045864392905765,td,4.140926334861242,1
374.1029828710841,4.045864392905765,p,0.3573619704830142,1
374.1029828710841,7.071525958273614,f,1.5651759279471904,2
374.1029828710841,7.071525958273614,td,0.4574588991399752,2
374.1029828710841,7.071525958273614,p,0.013821667167656168,2
466.1113727620291,4.044148696128716,f,1.0950291966771937,1
466.1113727620291,4.044148696128716,td,4.093176008738958,1
466.1113727620291,4.044148696128716,p,0.3568118521793242,1
466.1113727620291,7.071717262800689,f,1.5647737545660838,2
466.1113727620291,7.071717262800689,td,0.45736121516924433,2
466.1113727620291,7.071717262800689,p,0.013796509522984564,2
580.7486755404225,4.042503351206275,f,1.0949329972971373,1
580.7486755404225,4.042503351206275,td,4.033870813018399,1
580.7486755404225,4.042503351206275,p,0.35614634956546193,1
580.7486755404225,7.0726105375761925,f,1.5642543994915934,2
580.7486755404225,7.0726105375761925,td,0.4572024464884289,2
580.7486755404225,7.0726105375761925,p,0.013754863183300147,2
723.5803369126244,4.040489271357812,f,1.0948109471569458,1
723.5803369126244,4.040489271357812,td,3.96270026029038,1
723.5803369126244,4.040489271357812,p,0.355343678900792,1
723.5803369126244,7.073760728239575,f,1.5636251348561083,2
723.5803369126244,7.073760728239575,td,0.4570132208384776,2
723.5803369126244,7.073760728239575,p,0.013687939441167635,2
901.5405906511526,4.038145993054864,f,1.0946619260521964,1
901.5405906511526,4.038145993054864,td,3.8777476151720016,1
901.5405906511526,4.038145993054864,p,0.3543644817008659,1
901.5405906511526,7.075052513550929,f,1.5628867743574917,2
901.5405906511526,7.075052513550929,td,0.45678291706786356,2
901.5405906511526,7.075052513550929,p,0.013565119216635751,2
1123.2691038283085,4.033255690911064,f,1.094464596399293,1
1123.2691038283085,4.033255690911064,td,3.7837217951460986,1
1123.2691038283085,4.033255690911064,p,0.3532477736706332,1
1123.2691038283085,7.075233307562854,f,1.562042950129618,2
1123.2691038283085,7.075233307562854,td,0.4567104705979045,2
1123.2691038283085,7.075233307562854,p,0.013453713813051108,2
1399.5304179304267,4.027464472501934,f,1.0941759110752978,1
1399.5304179304267,4.027464472501934,td,3.672498368341061,1
1399.5304179304267,4.027464472501934,p,0.3520011902092148,1
1399.5304179304267,7.077044468232078,f,1.5609418527183354,2
1399.5304179304267,7.077044468232078,td,0.4566309334487685,2
1399.5304179304267,7.077044468232078,p,0.013334972142881865,2
1743.7365490041086,4.0234134509419315,f,1.0937421971881245,1
1743.7365490041086,4.0234134509419315,td,3.5357569333246324,1
1743.7365490041086,4.0234134509419315,p,0.35064660287267285,1
1743.7365490041086,7.084261332714331,f,1.5593993477257235,2
1743.7365490041086,7.084261332714331,td,0.4563138365055498,2
1743.7365490041086,7.084261332714331,p,0.013160834336343226,2
2172.5981181810344,4.0234286861246185,f,1.093107058592046,1
2172.5981181810344,4.0234286861246185,td,3.3700413176201742,1
2172.5981181810344,4.0234286861246185,p,0.34922368359307326,1
2172.5981181810344,7.100105322230937,f,1.5572687947263237,2
2172.5981181810344,7.100105322230937,td,0.45560587850678314,2
2172.5981181810344,7.100105322230937,p,0.012871250019105992,2
2706.935623858765,4.022103208002433,f,1.0925678508381982,1
2706.935623858765,4.022103208002433,td,3.203384920189625,1
2706.935623858765,4.022103208002433,p,0.3469837699568801,1
2706.935623858765,7.1073300704005025,f,1.5555906938886803,2
2706.935623858765,7.1073300704005025,td,0.4552266179268768,2
2706.935623858765,7.1073300704005025,p,0.012041268279672272,2
3372.690241419549,4.025848102980455,f,1.0918289864052357,1
3372.690241419549,4.025848102980455,td,3.0158970251696933,1
3372.690241419549,4.025848102980455,p,0.3443980027197939,1
3372.690241419549,7.120680607794072,f,1.5535322201945483,2
3372.690241419549,7.120680607794072,td,0.4546314349675087,2
3372.690241419549,7.120680607794072,p,0.010816717452178099,2
4202.183223090993,4.041599430403048,f,1.0907885721438797,1
4202.183223090993,4.041599430403048,td,2.8122480989586194,1
4202.183223090993,4.041599430403048,p,0.3419515044398544,1
4202.183223090993,7.150408904237095,f,1.5507473451600764,2
4202.183223090993,7.150408904237095,td,0.4538468109013798,2
4202.183223090993,7.150408904237095,p,0.00927918510098408,2
5235.68503966587,4.0740395011969115,f,1.089462326186387,1
5235.68503966587,4.0740395011969115,td,2.601711847667526,1
5235.68503966587,4.0740395011969115,p,0.33944398259392267,1
5235.68503966587,7.197595084570159,f,1.5473353525171154,2
5235.68503966587,7.197595084570159,td,0.4530113051175704,2
5235.68503966587,7.197595084570159,p,0.0071351692223226675,2
6523.370443237674,4.129226080935004,f,1.087584334268586,1
6523.370443237674,4.129226080935004,td,2.3836280576912454,1
6523.370443237674,4.129226080935004,p,0.33834204061890366,1
6523.370443237674,7.280479249511468,f,1.5427658879144108,2
6523.370443237674,7.280479249511468,td,0.4524601412598209,2
6523.370443237674,7.280479249511468,p,0.005031913807226021,2
8127.754365916291,4.215333646634244,f,1.0852351507917817,1
8127.754365916291,4.215333646634244,td,2.16820589986597,1
8127.754365916291,4.215333646634244,p,0.3399299600031898,1
8127.754365916291,7.414389756796583,f,1.536930994366114,2
8127.754365916291,7.414389756796583,td,0.45340436196284206,2
8127.754365916291,7.414389756796583,p,0.0035338364029657964,2
10126.726913255641,4.317788028619779,f,1.0822417731555285,1
10126.726913255641,4.317788028619779,td,1.9594473902049996,1
10126.726913255641,4.317788028619779,p,0.34518552547205245,1
10126.726913255641,7.5913399094263845,f,1.5308312337891083,2
10126.726913255641,7.5913399094263845,td,0.45633925931921127,2
10126.726913255641,7.5913399094263845,p,0.003608756528980594,2
12617.334796152512,4.383919372832855,f,1.078991587979067,1
12617.334796152512,4.383919372832855,td,1.773440627770726,1
12617.334796152512,4.383919372832855,p,0.35513422274382955,1
12617.334796152512,7.7591364818908914,f,1.527715768407329,2
12617.334796152512,7.7591364818908914,td,0.46350564827127816,2
12617.334796152512,7.7591364818908914,p,0.007271577216610475,2
15720.492783291684,4.459831677108538,f,1.0749549237258076,1
15720.492783291684,4.459831677108538,td,1.5773868586937645,1
15720.492783291684,4.459831677108538,p,0.37057962195240407,1
15720.492783291684,7.971969126715557,f,1.5250152218149844,2
15720.492783291684,7.971969126715557,td,0.47265455748410323,2
15720.492783291684,7.971969126715557,p,0.013718772560216292,2
19586.853907125143,4.468678968021017,f,1.0699384845478765,1
19586.853907125143,4.468678968021017,td,1.3934344866181323,1
19586.853907125143,4.468678968021017,p,0.3910621163060205,1
19586.853907125143,8.137311526871445,f,1.5253190822757952,2
19586.853907125143,8.137311526871445,td,0.4828658598276515,2
19586.853907125143,8.137311526871445,p,0.024626236267840496,2
24404.123411882825,4.275252743944561,f,1.0667676964879356,1
24404.123411882825,4.275252743944561,td,1.294741230234419,1
24404.123411882825,4.275252743944561,p,0.4039950738035624,1
24404.123411882825,7.992006797638571,f,1.5314910543234412,2
24404.123411882825,7.992006797638571,td,0.4891745578712695,2
24404.123411882825,7.992006797638571,p,0.03649406944402463,2
30406.171523327583,4.068257197168867,f,1.061077485488019,1
30406.171523327583,4.068257197168867,td,1.1567065371720142,1
30406.171523327583,4.068257197168867,p,0.4261263051081694,1
30406.171523327583,7.874638410263437,f,1.5368295217376247,2
30406.171523327583,7.874638410263437,td,0.49667764269094006,2
30406.171523327583,7.874638410263437,p,0.05351478611548886,2
37884.38744969818,3.8770848565511735,f,1.0504452399503532,1
37884.38744969818,3.8770848565511735,td,0.9823631585090031,1
37884.38744969818,3.8770848565511735,p,0.4636259366753932,1
37884.38744969818,7.82220538106584,f,1.538340535672814,2
37884.38744969818,7.82220538106584,td,0.5043229889721876,2
37884.38744969818,7.82220538106584,p,0.07732136168287711,2
47201.82583123772,3.6114394248047184,f,1.035802903522171,1
47201.82583123772,3.6114394248047184,td,0.837922229051516,1
47201.82583123772,3.6114394248047184,p,0.5071956672694372,1
47201.82583123772,7.639634092875789,f,1.5375784252881652,2
47201.82583123772,7.639634092875789,td,0.5102680054842289,2
47201.82583123772,7.639634092875789,p,0.10435102252209104,2
58810.832424327644,3.139324273786469,f,1.0219518360265398,1
58810.832424327644,3.139324273786469,td,0.7584648466875852,1
58810.832424327644,3.139324273786469,p,0.5383172170091203,1
58810.832424327644,7.097859405793441,f,1.5415900717615532,2
58810.832424327644,7.097859405793441,td,0.5121498285727456,2
58810.832424327644,7.097859405793441,p,0.12887185359411846,2
73275.00471715642,2.7622223960268326,f,1.0100307375233883,1
73275.00471715642,2.7622223960268326,td,0.7088631415144633,1
73275.00471715642,2.7622223960268326,p,0.5624681829957862,1
73275.00471715642,6.59376926963377,f,1.5423166748705945,2
73275.00471715642,6.59376926963377,td,0.5116509599007131,2
73275.00471715642,6.59376926963377,p,0.1467222449430449,2
91296.55362739395,2.421589411527841,f,1.002492160980957,1
91296.55362739395,2.421589411527841,td,0.6851189374006079,1
91296.55362739395,2.421589411527841,p,0.5763487003548695,1
91296.55362739395,6.064032640358507,f,1.5422034988338895,2
91296.55362739395,6.064032640358507,td,0.5081255488767884,2
91296.55362739395,6.064032640358507,p,0.1588188511319519,2
113750.39464566653,2.0106799721062663,f,0.9889164264630056,1
113750.39464566653,2.0106799721062663,td,0.6479332542643603,1
113750.39464566653,2.0106799721062663,p,0.5998741702628639,1
113750.39464566653,5.423241015489256,f,1.5419863799744367,2
113750.39464566653,5.423241015489256,td,0.5027273017679552,2
113750.39464566653,5.423241015489256,p,0.1765971246046078,2
141726.62349175938,1.5236399791845168,f,0.955692080684497,1
141726.62349175938,1.5236399791845168,td,0.5767738291078108,1
141726.62349175938,1.5236399791845168,p,0.6510821523442968,1
141726.62349175938,4.660456921152715,f,1.541529128526709,2
141726.62349175938,4.660456921152715,td,0.49516165268060075,2
141726.62349175938,4.660456921152715,p,0.20593966975584274,2
176583.43840427403,1.0499480397223824,f,0.8739786653589242,1
176583.43840427403,1.0499480397223824,td,0.46877022070319424,1
176583.43840427403,1.0499480397223824,p,0.748961424028052,1
176583.43840427403,3.8369008473668864,f,1.5412655989551638,2
176583.43840427403,3.8369008473668864,td,0.4876356594493839,2
176583.43840427403,3.8369008473668864,p,0.24529040021038165,2
220013.0783507242,0.8187814225629602,f,0.8364922909779497,1
220013.0783507242,0.8187814225629602,td,0.42761433338745813,1
220013.0783507242,0.8187814225629602,p,0.791589702192448,1
220013.0783507242,3.256342825393733,f,1.5375470240620417,2
220013.0783507242,3.256342825393733,td,0.4730153519157594,2
220013.0783507242,3.256342825393733,p,0.25956534795779035,2
274123.9783458101,0.6588565475351498,f,0.7865848767709104,1
274123.9783458101,0.6588565475351498,td,0.36890227885270904,1
274123.9783458101,0.6588565475351498,p,0.8456819264907579,1
274123.9783458101,2.752836233846217,f,1.5330727218364881,2
274123.9783458101,2.752836233846217,td,0.45551801452019214,2
274123.9783458101,2.752836233846217,p,0.2738307536564662,2
341543.13037858007,0.5787413189111472,f,0.743923587281187,1
341543.13037858007,0.5787413189111472,td,0.3151173129395351,1
341543.13037858007,0.5787413189111472,p,0.8930993174514285,1
341543.13037858007,2.3710170427171096,f,1.5271104464058818,2
341543.13037858007,2.3710170427171096,td,0.44148074592779174,2
341543.13037858007,2.3710170427171096,p,0.28416480051102677,2
425543.6193970689,0.4424939646610513,f,0.722607498300603,1
425543.6193970689,0.4424939646610513,td,0.3000000003644851,1
425543.6193970689,0.4424939646610513,p,0.9131978791842322,1
425543.6193970689,1.9482255906561907,f,1.5246711159583706,2
425543.6193970689,1.9482255906561907,td,0.42328930566068235,2
425543.6193970689,1.9482255906561907,p,0.2862171937646616,2
530203.526005143,0.29867743933444313,f,0.7232775184213356,1
530203.526005143,0.29867743933444313,td,0.3000000001204936,1
530203.526005143,0.29867743933444313,p,0.8638991808535469,1
530203.526005143,1.4814662613861973,f,1.5295179093419975,2
530203.526005143,1.4814662613861973,td,0.3999851656815968,2
530203.526005143,1.4814662613861973,p,0.24707595845023603,2
660603.9103267133,0.21558624935214965,f,0.7193341839503018,1
660603.9103267133,0.21558624935214965,td,0.300000000336526,1
660603.9103267133,0.21558624935214965,p,0.823595051169676,1
660603.9103267133,1.1794720037038953,f,1.5333470254741566,2
660603.9103267133,1.1794720037038953,td,0.3853981711787149,2
660603.9103267133,1.1794720037038953,p,0.2176679543035128,2
823075.4888165555,0.15761709346132413,f,0.7052820809000703,1
823075.4888165555,0.15761709346132413,td,0.30000000008714245,1
823075.4888165555,0.15761709346132413,p,0.7882010708889666,1
823075.4888165555,0.9506549553975352,f,1.537343947738361,2
823075.4888165555,0.9506549553975352,td,0.37477083626077845,2
823075.4888165555,0.9506549553975352,p,0.19243844714185993,2
1025505.9797565591,0.10445714867237754,f,0.6210839210250706,1
1025505.9797565591,0.10445714867237754,td,0.3000000001673282,1
1025505.9797565591,0.10445714867237754,p,0.7531878527717019,1
1025505.9797565591,0.723514365875596,f,1.5432886689404888,2
1025505.9797565591,0.723514365875596,td,0.36243945792259513,2
1025505.9797565591,0.723514365875596,p,0.15910154141330224,2
1277723.0385375426,0.081948677881158,f,0.4170986262782321,1
1277723.0385375426,0.081948677881158,td,0.3000010910331699,1
1277723.0385375426,0.081948677881158,p,0.7789709495494038,1
1277723.0385375426,0.5566755670280915,f,1.5460421818455166,2
1277723.0385375426,0.5566755670280915,td,0.35162137601821386,2
1277723.0385375426,0.5566755670280915,p,0.13101354067660462,2
1591971.3735820064,0.10193703956651046,f,0.2025337849644538,1
1591971.3735820064,0.10193703956651046,td,0.3000022067585218,1
1591971.3735820064,0.10193703956651046,p,0.8684731081402965,1
1591971.3735820064,0.44122105680664325,f,1.5437050378118977,2
1591971.3735820064,0.44122105680664325,td,0.34309612481179885,2
1591971.3735820064,0.44122105680664325,p,0.11182140217923746,2
1983507.206072902,0.17163765192366132,f,0.08638596294696474,1
1983507.206072902,0.17163765192366132,td,0.30000160142083704,1
1983507.206072902,0.17163765192366132,p,0.9347706781366625,1
1983507.206072902,0.3532084145130021,f,1.5356633214877324,2
1983507.206072902,0.3532084145130021,td,0.3289528178275293,2
1983507.206072902,0.3532084145130021,p,0.09680659941192993,2
2471338.933495254,0.16511297098035627,f,0.06767462786838219,1
2471338.933495254,0.16511297098035627,td,0.30000160500781,1
2471338.933495254,0.16511297098035627,p,0.9422371035380089,1
2471338.933495254,0.2769292597207962,f,1.522891140919464,2
2471338.933495254,0.2769292597207962,td,0.3196869319905836,2
2471338.933495254,0.2769292597207962,p,0.07823053952972452,2
3079149.9549434874,0.1632196259251142,f,0.05394316790291238,1
3079149.9549434874,0.1632196259251142,td,0.300000919683702,1
3079149.9549434874,0.1632196259251142,p,0.948994890560728,1
3079149.9549434874,0.21922982588282236,f,1.5059358341804874,2
3079149.9549434874,0.21922982588282236,td,0.30682839348176616,2
3079149.9549434874,0.21922982588282236,p,0.0635853627517606,2
3836448.459790628,1.6330226060290443e-10,f,1.045908884084382,1
3836448.459790628,1.6330226060290443e-10,td,0.3090387757383567,1
3836448.459790628,1.6330226060290443e-10,p,-0.34970111691513467,1
3836448.459790628,0.16585593593236525,f,1.4871593534678413,2
3836448.459790628,0.16585593593236525,td,0.29975387125444536,2
3836448.459790628,0.16585593593236525,p,0.1557509644003728,2
